BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460844.900393,0.99130,0.00196,1.0234,-0.88,1.43,13.00,6795
2460844.900474,0.98815,0.00195,1.0233,-0.45,0.58,11.87,8321
2460844.900613,0.98776,0.00194,1.0233,-0.71,-1.30,11.97,9514
2460844.900694,0.98741,0.00195,1.0232,-0.52,0.02,11.83,7915
2460844.900775,0.99151,0.00195,1.0231,-3.18,0.00,11.26,8034
2460844.900856,0.99036,0.00195,1.0231,-2.91,-0.36,11.10,7968
2460844.900940,0.98678,0.00194,1.0230,-4.83,-1.28,10.75,9339
2460844.901027,0.98391,0.00194,1.0230,-0.98,-0.72,11.83,7681
2460844.901108,0.98886,0.00195,1.0229,-0.81,-3.54,11.49,7838
2460844.901204,0.98882,0.00194,1.0229,-0.19,-1.78,13.60,6661
2460844.901285,0.98781,0.00195,1.0228,-1.77,-1.98,11.37,7319
2460844.901366,0.98528,0.00194,1.0227,-2.64,0.76,12.85,7637
2460844.901448,0.98984,0.00195,1.0227,-3.72,-1.85,12.76,8073
2460844.901530,0.99119,0.00197,1.0226,-0.13,0.72,11.36,6485
2460844.901625,0.98665,0.00194,1.0226,-2.10,-1.01,13.91,7029
2460844.901706,0.98585,0.00194,1.0225,-2.57,-1.22,11.18,9333
2460844.901793,0.99199,0.00193,1.0225,-0.86,2.46,9.71,12306
2460844.901874,0.98858,0.00193,1.0224,-1.27,1.19,9.34,11995
2460844.901967,0.98777,0.00192,1.0223,-2.06,1.54,11.32,9561
2460844.902048,0.98763,0.00194,1.0223,0.90,2.81,11.95,9165
2460844.902131,0.99104,0.00194,1.0222,0.15,0.26,12.59,10185
2460844.902214,0.99244,0.00194,1.0222,0.12,-2.94,10.48,10882
2460844.902307,0.98794,0.00196,1.0221,0.06,-0.82,11.16,7488
2460844.902388,0.98510,0.00195,1.0221,-2.16,-0.56,10.94,7147
2460844.902469,0.98891,0.00194,1.0220,-2.32,-0.51,8.81,11900
2460844.902562,0.98938,0.00194,1.0220,-2.95,-0.66,11.28,8675
2460844.902643,0.98596,0.00194,1.0219,-0.69,1.48,11.38,9745
2460844.902724,0.98800,0.00193,1.0218,0.93,0.06,10.76,8511
