BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460844.889370,0.98776,0.00220,1.0328,-0.03,0.16,12.22,3658
2460844.889610,0.98585,0.00217,1.0326,0.88,-0.92,11.42,4521
2460844.889842,0.98780,0.00225,1.0323,-1.41,-2.42,13.28,3294
2460844.890074,0.98960,0.00220,1.0321,-4.06,-1.40,11.74,3928
2460844.890318,0.98592,0.00219,1.0319,-0.49,-1.35,12.32,3619
2460844.890550,0.98941,0.00218,1.0316,1.36,0.54,11.24,4596
2460844.890784,0.98571,0.00215,1.0314,0.41,3.88,10.98,4958
2460844.891027,0.98710,0.00217,1.0312,1.64,1.38,11.17,4410
2460844.891259,0.99130,0.00221,1.0310,0.62,0.08,12.67,3423
2460844.891502,0.98777,0.00216,1.0307,-0.35,0.89,10.59,5139
2460844.891737,0.98440,0.00216,1.0305,0.01,1.44,11.16,4882
2460844.891969,0.98367,0.00216,1.0303,2.56,0.06,10.71,4922
2460844.892212,0.98718,0.00216,1.0300,-0.19,0.41,10.89,5017
2460844.892446,0.99019,0.00216,1.0298,-0.18,1.51,10.00,6001
2460844.892680,0.98595,0.00218,1.0296,-0.22,0.71,11.46,4287
2460844.892924,0.98518,0.00218,1.0294,2.96,1.39,12.04,4108
2460844.893156,0.98753,0.00223,1.0292,-1.05,-0.13,12.81,3143
2460844.893399,0.98846,0.00221,1.0290,-1.98,-3.01,12.38,3526
2460844.893631,0.99128,0.00221,1.0288,-2.91,-0.70,12.82,3518
2460844.893874,0.98737,0.00216,1.0286,1.61,0.67,10.82,5118
2460844.894106,0.99073,0.00226,1.0283,0.48,2.42,13.29,2880
2460844.894339,0.98449,0.00220,1.0281,0.64,1.57,12.40,3392
2460844.894587,0.98337,0.00219,1.0279,0.72,0.92,12.66,3478
2460844.894819,0.98550,0.00215,1.0277,0.99,-0.03,10.71,5253
2460844.895050,0.98371,0.00214,1.0275,-0.29,0.72,9.89,6298
2460844.895294,0.98640,0.00219,1.0273,-0.33,1.08,11.82,3935
2460844.895533,0.98877,0.00215,1.0271,2.00,-0.00,9.95,5939
2460844.895765,0.98770,0.00216,1.0269,-1.02,0.89,10.73,5148
2460844.896008,0.98851,0.00217,1.0267,0.49,1.21,11.20,4768
2460844.896240,0.98610,0.00217,1.0266,1.34,0.60,11.80,4362
2460844.896473,0.99572,0.00226,1.0264,-0.74,1.14,11.97,3738
2460844.896717,0.98622,0.00222,1.0262,-1.92,-0.41,12.10,3516
2460844.896948,0.98645,0.00219,1.0260,2.32,-2.33,11.37,4367
2460844.897191,0.98680,0.00214,1.0258,-2.01,-0.53,10.27,5767
2460844.897423,0.98898,0.00218,1.0256,-0.90,0.31,10.21,5348
2460844.897667,0.98594,0.00215,1.0254,-0.95,0.42,10.08,5765
